year,basin_index,class_id,count
1978,1,5,31
1978,2,4,61
1978,2,5,7
1978,4,3,1
1978,4,4,31
1978,4,5,21
1978,5,4,14
1978,5,5,5
1978,6,4,13
1978,6,5,28
1978,7,4,36
1978,7,5,10
1978,8,3,1
1978,8,4,10
1978,8,5,1
1978,9,4,83
1978,9,5,19
1978,10,4,63
1978,10,5,7
1978,11,4,29
1978,11,5,1
1978,12,4,45
1978,12,5,13
1978,13,4,89
1978,13,5,4
1978,14,4,9
1978,15,4,20
1978,16,4,2
1978,16,5,1
1978,17,4,75
1978,17,5,4
1978,18,4,17
1978,18,5,4
1979,0,3,1
1979,0,4,95
1979,0,5,31
1979,1,4,22
1979,1,5,31
1979,2,4,61
1979,2,5,7
1979,4,3,1
1979,4,4,31
1979,4,5,21
1979,5,4,14
1979,5,5,5
1979,6,4,13
1979,6,5,28
1979,7,4,36
1979,7,5,10
1979,8,3,1
1979,8,4,10
1979,8,5,1
1979,9,4,83
1979,9,5,19
1979,10,4,63
1979,10,5,7
1979,11,4,29
1979,11,5,1
1979,12,4,45
1979,12,5,13
1979,13,4,89
1979,13,5,4
1979,14,4,9
1979,15,4,20
1979,16,4,2
1979,16,5,1
1979,17,4,75
1979,17,5,4
1979,18,4,17
1979,18,5,4
1980,0,3,1
1980,0,4,95
1980,0,5,31
1980,1,4,22
1980,1,5,31
1980,2,4,61
1980,2,5,7
1980,4,3,1
1980,4,4,31
1980,4,5,21
1980,5,4,14
1980,5,5,5
1980,6,4,13
1980,6,5,28
1980,7,4,36
1980,7,5,10
1980,8,3,1
1980,8,4,10
1980,8,5,1
1980,9,4,83
1980,9,5,19
1980,10,4,63
1980,10,5,7
1980,11,4,29
1980,11,5,1
1980,12,4,45
1980,12,5,13
1980,13,4,89
1980,13,5,4
1980,14,4,9
1980,15,4,20
1980,16,4,2
1980,16,5,1
1980,17,4,75
1980,17,5,4
1980,18,4,17
1980,18,5,4
1981,0,3,1
1981,0,4,95
1981,0,5,31
1981,1,4,22
1981,1,5,31
1981,2,4,61
1981,2,5,7
1981,4,3,1
1981,4,4,31
1981,4,5,21
1981,5,4,14
1981,5,5,5
1981,6,4,13
1981,6,5,28
1981,7,4,36
1981,7,5,10
1981,8,3,1
1981,8,4,10
1981,8,5,1
1981,9,4,83
1981,9,5,19
1981,10,4,63
1981,10,5,7
1981,11,4,29
1981,11,5,1
1981,12,4,45
1981,12,5,13
1981,13,4,89
1981,13,5,4
1981,14,4,9
1981,15,4,20
1981,16,4,2
1981,16,5,1
1981,17,4,75
1981,17,5,4
1981,18,4,17
1981,18,5,4
1982,0,3,1
1982,0,4,95
1982,0,5,31
1982,1,4,22
1982,1,5,31
1982,2,4,61
1982,2,5,7
1982,4,3,1
1982,4,4,31
1982,4,5,21
1982,5,4,14
1982,5,5,5
1982,6,4,13
1982,6,5,28
1982,7,4,36
1982,7,5,10
1982,8,3,1
1982,8,4,10
1982,8,5,1
1982,9,4,83
1982,9,5,19
1982,10,4,63
1982,10,5,7
1982,11,4,29
1982,11,5,1
1982,12,4,45
1982,12,5,13
1982,13,4,89
1982,13,5,4
1982,14,4,9
1982,15,4,20
1982,16,4,2
1982,16,5,1
1982,17,4,75
1982,17,5,4
1982,18,4,17
1982,18,5,4
1983,0,3,1
1983,0,4,95
1983,0,5,31
1983,1,4,22
1983,1,5,31
1983,2,4,61
1983,2,5,7
1983,4,3,1
1983,4,4,31
1983,4,5,21
1983,5,4,14
1983,5,5,5
1983,6,4,13
1983,6,5,28
1983,7,4,36
1983,7,5,10
1983,8,3,1
1983,8,4,10
1983,8,5,1
1983,9,4,83
1983,9,5,19
1983,10,4,63
1983,10,5,7
1983,11,4,29
1983,11,5,1
1983,12,4,45
1983,12,5,13
1983,13,4,89
1983,13,5,4
1983,14,4,9
1983,15,4,20
1983,16,4,2
1983,16,5,1
1983,17,4,75
1983,17,5,4
1983,18,4,17
1983,18,5,4
1984,0,3,1
1984,0,4,95
1984,0,5,31
1984,1,4,22
1984,1,5,31
1984,2,4,61
1984,2,5,7
1984,4,3,1
1984,4,4,31
1984,4,5,21
1984,5,4,14
1984,5,5,5
1984,6,4,13
1984,6,5,28
1984,7,4,36
1984,7,5,10
1984,8,3,1
1984,8,4,10
1984,8,5,1
1984,9,4,83
1984,9,5,19
1984,10,4,63
1984,10,5,7
1984,11,4,29
1984,11,5,1
1984,12,4,45
1984,12,5,13
1984,13,4,89
1984,13,5,4
1984,14,4,9
1984,15,4,20
1984,16,4,2
1984,16,5,1
1984,17,4,75
1984,17,5,4
1984,18,4,17
1984,18,5,4
1985,0,3,1
1985,0,4,95
1985,0,5,31
1985,1,4,22
1985,1,5,31
1985,2,4,61
1985,2,5,7
1985,4,3,1
1985,4,4,31
1985,4,5,21
1985,5,4,14
1985,5,5,5
1985,6,4,13
1985,6,5,28
1985,7,4,36
1985,7,5,10
1985,8,3,1
1985,8,4,10
1985,8,5,1
1985,9,4,83
1985,9,5,19
1985,10,4,63
1985,10,5,7
1985,11,4,29
1985,11,5,1
1985,12,4,45
1985,12,5,13
1985,13,4,89
1985,13,5,4
1985,14,4,9
1985,15,4,20
1985,16,4,2
1985,16,5,1
1985,17,4,75
1985,17,5,4
1985,18,4,17
1985,18,5,4
1986,0,3,1
1986,0,4,95
1986,0,5,31
1986,1,4,22
1986,1,5,31
1986,2,4,61
1986,2,5,7
1986,4,3,1
1986,4,4,31
1986,4,5,21
1986,5,4,14
1986,5,5,5
1986,6,4,13
1986,6,5,28
1986,7,4,36
1986,7,5,10
1986,8,3,1
1986,8,4,10
1986,8,5,1
1986,9,4,83
1986,9,5,19
1986,10,4,63
1986,10,5,7
1986,11,4,29
1986,11,5,1
1986,12,4,45
1986,12,5,13
1986,13,4,89
1986,13,5,4
1986,14,4,9
1986,15,4,20
1986,16,4,2
1986,16,5,1
1986,17,4,75
1986,17,5,4
1986,18,4,17
1986,18,5,4
1987,0,3,1
1987,0,4,95
1987,0,5,31
1987,1,4,22
1987,1,5,31
1987,2,4,61
1987,2,5,7
1987,4,3,1
1987,4,4,31
1987,4,5,21
1987,5,4,14
1987,5,5,5
1987,6,4,13
1987,6,5,28
1987,7,4,35
1987,7,5,11
1987,8,3,1
1987,8,4,10
1987,8,5,1
1987,9,4,83
1987,9,5,19
1987,10,4,63
1987,10,5,7
1987,11,4,29
1987,11,5,1
1987,12,4,45
1987,12,5,13
1987,13,4,89
1987,13,5,4
1987,14,4,9
1987,15,4,20
1987,16,4,2
1987,16,5,1
1987,17,4,75
1987,17,5,4
1987,18,4,17
1987,18,5,4
1988,0,3,1
1988,0,4,95
1988,0,5,31
1988,1,4,22
1988,1,5,31
1988,2,4,61
1988,2,5,7
1988,4,3,1
1988,4,4,31
1988,4,5,21
1988,5,4,14
1988,5,5,5
1988,6,4,12
1988,6,5,29
1988,7,4,35
1988,7,5,11
1988,8,3,1
1988,8,4,10
1988,8,5,1
1988,9,4,83
1988,9,5,19
1988,10,4,63
1988,10,5,7
1988,11,4,29
1988,11,5,1
1988,12,4,45
1988,12,5,13
1988,13,4,89
1988,13,5,4
1988,14,4,9
1988,15,4,20
1988,16,4,2
1988,16,5,1
1988,17,4,75
1988,17,5,4
1988,18,4,17
1988,18,5,4
1989,0,3,1
1989,0,4,95
1989,0,5,31
1989,1,4,22
1989,1,5,31
1989,2,4,61
1989,2,5,7
1989,4,3,1
1989,4,4,31
1989,4,5,21
1989,5,4,14
1989,5,5,5
1989,6,4,12
1989,6,5,29
1989,7,4,35
1989,7,5,11
1989,8,3,1
1989,8,4,10
1989,8,5,1
1989,9,4,83
1989,9,5,19
1989,10,4,63
1989,10,5,7
1989,11,4,29
1989,11,5,1
1989,12,4,45
1989,12,5,13
1989,13,4,89
1989,13,5,4
1989,14,4,9
1989,15,4,20
1989,16,4,2
1989,16,5,1
1989,17,4,75
1989,17,5,4
1989,18,4,17
1989,18,5,4
1990,0,3,1
1990,0,4,95
1990,0,5,31
1990,1,4,22
1990,1,5,31
1990,2,4,61
1990,2,5,7
1990,4,3,1
1990,4,4,31
1990,4,5,21
1990,5,4,14
1990,5,5,5
1990,6,4,12
1990,6,5,29
1990,7,4,35
1990,7,5,11
1990,8,3,1
1990,8,4,10
1990,8,5,1
1990,9,4,83
1990,9,5,19
1990,10,4,63
1990,10,5,7
1990,11,4,29
1990,11,5,1
1990,12,4,45
1990,12,5,13
1990,13,4,89
1990,13,5,4
1990,14,4,9
1990,15,4,20
1990,16,4,2
1990,16,5,1
1990,17,4,75
1990,17,5,4
1990,18,4,17
1990,18,5,4
1991,0,3,1
1991,0,4,95
1991,0,5,31
1991,1,4,22
1991,1,5,31
1991,2,4,61
1991,2,5,7
1991,4,3,1
1991,4,4,30
1991,4,5,22
1991,5,4,14
1991,5,5,5
1991,6,4,12
1991,6,5,29
1991,7,4,35
1991,7,5,11
1991,8,3,1
1991,8,4,10
1991,8,5,1
1991,9,4,83
1991,9,5,19
1991,10,4,63
1991,10,5,7
1991,11,4,29
1991,11,5,1
1991,12,4,45
1991,12,5,13
1991,13,4,89
1991,13,5,4
1991,14,4,9
1991,15,4,20
1991,16,4,2
1991,16,5,1
1991,17,4,75
1991,17,5,4
1991,18,4,17
1991,18,5,4
1992,0,3,1
1992,0,4,95
1992,0,5,31
1992,1,4,22
1992,1,5,31
1992,2,4,61
1992,2,5,7
1992,4,3,1
1992,4,4,30
